Mixture	B	Endothelial	Fibroblasts	Mono/Macro	Tprolif	CD4Tconv	CD8Tex	Malignant	P-value	Correlation	RMSE	Absolute score (sig.score)
value...77	0.0307832909677263	0.0243044596086419	0.0334057779476115	0.0231738067715067	0.0737748394627502	0.0314864297490309	0.0138490193112388	2.1831922199072	0	0.877250984738305	0.482913136419512	2.4139698437257
value...78	0.154088707772642	0.186409079113723	0.191473079721649	0.181205864665872	0.153235098866348	0.194134014826455	0.0904914815674711	1.43267681832321	0	0.872006354430433	0.565570261372664	2.58371414485737
value...79	0.0467229177404998	0.110712345498827	0.243700248744913	0.0542102558191792	0.296944184623437	0.155547746082637	0.0375218650219335	1.5920911403377	0	0.860131742040467	0.556477503179934	2.53745070386912
value...80	0.00137445243096151	0.133068933897715	0.162089201776985	0.0804741134890734	0.0981613856331327	0.278496334465899	0.130093972844749	1.65334616665439	0	0.872210949098902	0.537342477535704	2.53710456119291
value...81	0.176197695445676	0.0275514689235255	0.181902630128343	0.795780230532299	0.529926319268883	0.32454869023235	0.29535954577691	0.352569444822068	0	0.907791795057598	0.552025004713065	2.68383602513005
value...82	0.169390002980364	0.247766146336517	0.133279352711212	0.131243040469288	0.40016791419079	0.270527998765624	0.0949690887594775	1.13453029367836	0	0.869795844042352	0.609665463990498	2.58187383789163
value...83	0.102392402415448	0.170410857361645	0.110815130904345	0.116911854213559	0.100188541288102	0.135994202864104	0	1.79116246564843	0	0.869672271073573	0.527190416942341	2.52787545469563
value...84	0.118918220088297	0.0206938882973595	0.303347754304808	0.548132665624188	0.457781225767428	0.304166766228049	0.284663073284999	0.652316683956306	0	0.888707929731785	0.588089822930419	2.69002027755143
value...85	0.284201244210158	0.247444223522001	0.155420602833099	0.357564638873595	0.812953109939416	0.540047818223668	0.263872768122835	0.0277136446689758	0	0.908526781393449	0.562061815878808	2.68921805039375
value...86	0	0.0517633188084896	0.0740544033736225	0.0541919704961126	0.181436550017557	0.066280262139842	0.113147161397747	1.92638791715586	0	0.87430949228589	0.505415734469595	2.46726158338923
value...87	0.125412572082944	0.409217387093354	0.335396499303964	0.506033144663905	0.636662570290988	0.476080389179063	0.11121905934881	0.137629666591836	0	0.88264562850658	0.605479345978498	2.73765128855486
value...88	0.0287728485641456	0.396912340512002	0.266497751531714	0	0.211152207392903	0.281063282404537	0.0614642425019582	1.33888122406143	0	0.853221539076178	0.586312764021761	2.58474389696869
value...89	0.059564575384361	0.231128343874164	0.0586237793702474	0.0410412144870612	0.239781122261004	0.249241222566578	0.031095732592596	1.59534359874672	0	0.871766598053271	0.549924607570203	2.50581958928273
value...90	0.219149178189962	0.098638178448805	0.498092966335426	0.469835574985754	0.522086903075814	0.478374780319861	0.222666049183013	0.218707534550718	0	0.866568572448238	0.598266779320383	2.72755116508935
value...91	0.250287172793425	0.586967462726849	0	0.54109116236845	0.398320831418456	0.474189656628423	0.308873910563326	0.123814108290981	0	0.906858143612744	0.576524306821652	2.68354430478991
value...92	0.157600314675043	0.260869451556535	0.0464371862827788	0.16354874502063	0.29288348727034	0.273638328917437	0.18570676431303	1.15818154057061	0	0.873628854358442	0.600159277474909	2.5388658186064
value...93	0	0	0	0.00314057721160157	0.225013507410102	0.160248713140101	0.188247978043474	1.84543441649368	0	0.877907029724258	0.506239934596546	2.42208519229896
value...94	0.541578239961793	0.58119550757474	0.300651993062312	0.44346925366912	0.262823331370743	0.389664063946824	0.174502748605458	0.0221231032744878	0	0.871834095287676	0.601889076739696	2.71600824146548
value...95	0.0437092706871249	0.387236947528458	0.231337850336678	0.181223494364984	0.0987935359521126	0.443014656422556	0.160392034037858	1.06944310580081	0	0.867233561581985	0.602154012846987	2.61515089513058
value...96	0.195802802697606	0.206905250092459	0.0252424783364707	0.22011472938827	0.185488092979161	0.133251530871339	0.0480507495051022	1.51005864625918	0	0.866331117730822	0.565389212058211	2.52491428012959
value...97	0.123230134957646	0.283020177160588	0.143673642149416	0.279759677646276	0.378452137199652	0.190789525392401	0.040526387820931	1.15794265219353	0	0.868695679267602	0.604308443400028	2.59739433452044
value...98	0	0.0116943711071067	0	0	0.0812677469626587	0.00675596433580465	0	2.27143398331146	0	0.88317927858995	0.469928920249105	2.37115206571703
value...99	0.158393582513654	0.114050042005223	0.0811240946344773	0.00432382673858847	0.24903221568836	0.183839587822816	0.0438891176021244	1.62658779253792	0	0.870455827193957	0.545033917290962	2.46124025954316
value...100	0.0753260598587183	0.236964714338253	0	0.242509741259033	0.35947088714989	0.482362350619174	0.308657647315499	0.834124806590159	0	0.8970938034436	0.592706679993641	2.53941620713073
